WARNING: AMD GPU device(s) is/are in a low-power state. Check power control/runtime_status

Fail to open libdrm_amdgpu.so: libdrm_amdgpu.so: cannot open shared object file: No such file or directory
device,Temperature (Sensor edge) (C),Temperature (Sensor junction) (C),Temperature (Sensor memory) (C),fclk clock speed:,fclk clock level:,mclk clock speed:,mclk clock level:,sclk clock speed:,sclk clock level:,socclk clock speed:,socclk clock level:,pcie clock level,Current Socket Graphics Package Power (W),GPU use (%),VRAM Total Memory (B),VRAM Total Used Memory (B),Card Series,Card Model,Card Vendor,Card SKU,Subsystem ID,Device Rev,Node ID,GUID,GFX Version
card0,59.0,62.0,61.0,(1080Mhz),6,(1000Mhz),2,(1606Mhz),7,(971Mhz),7,0 (8.0GT/s x16),39.0,0,34342961152,15202275328,N/A,0x66a1,Advanced Micro Devices Inc. [AMD/ATI],D1631700,0x0834,0x02,2,4670,gfx906

